20.000000,20.000000
20.000000,20.025000
20.000000,20.050000
20.000000,20.075000
20.000000,20.100000
20.000000,20.125000
19.999900,20.150000
19.999900,20.175000
19.999900,20.200000
19.999900,20.225000
19.999800,20.250000
19.999800,20.275000
19.999800,20.300000
19.999700,20.325000
19.999700,20.350000
19.999600,20.375000
19.999600,20.400000
19.999500,20.425000
19.999500,20.450000
19.999400,20.475000
19.999400,20.500000
19.999300,20.525000
19.999200,20.550000
19.999200,20.575000
19.999100,20.600000
19.999000,20.625000
19.998900,20.650000
19.998900,20.675000
19.998800,20.700000
19.998700,20.725000
19.998600,20.750000
19.998500,20.775000
19.998400,20.800000
19.998300,20.825000
19.998200,20.850000
19.998100,20.875000
19.998000,20.900000
19.997900,20.925000
19.997700,20.950000
19.997600,20.975000
19.997500,21.000000
19.997400,21.025000
19.997200,21.050000
19.997100,21.075000
19.997000,21.100000
19.996800,21.125000
19.996700,21.150000
19.996500,21.175000
19.996400,21.200000
19.996200,21.225000
19.996100,21.250000
19.995900,21.275000
19.995800,21.300000
19.995600,21.325000
19.995400,21.350000
19.995300,21.375000
19.995100,21.400000
19.994900,21.425000
19.994700,21.450000
19.994600,21.475000
19.994400,21.500000
19.994200,21.525000
19.994000,21.550000
19.993800,21.575000
19.993600,21.600000
19.993400,21.625000
19.993200,21.650000
19.993000,21.675000
19.992800,21.700000
19.992600,21.725000
19.992300,21.750000
19.992100,21.775000
19.991900,21.800000
19.991700,21.825000
19.991400,21.850000
19.991200,21.875000
19.991000,21.900000
19.990700,21.925000
19.990500,21.950000
19.990200,21.975000
19.990000,22.000000
19.989700,22.025000
19.989500,22.050000
19.989200,22.075000
19.989000,22.100000
19.988700,22.125000
19.988400,22.150000
19.988200,22.175000
19.987900,22.200000
19.987600,22.225000
19.987300,22.250000
19.987100,22.275000
19.986800,22.299900
19.986500,22.324900
19.986200,22.349900
19.985900,22.374900
19.985600,22.399900
19.985300,22.424900
19.985000,22.449900
19.984700,22.474900
19.984400,22.499900
19.984100,22.524900
19.983700,22.549900
19.983400,22.574900
19.983100,22.599900
19.982800,22.624900
19.982400,22.649900
19.982100,22.674900
19.981800,22.699900
19.981400,22.724900
19.981100,22.749900
19.980700,22.774900
19.980400,22.799900
19.980000,22.824900
19.979700,22.849900
19.979300,22.874900
19.979000,22.899900
19.978600,22.924900
19.978200,22.949900
19.977900,22.974900
19.977500,22.999900
19.977100,23.024900
19.976700,23.049900
19.976400,23.074900
19.976000,23.099900
19.975600,23.124900
19.975200,23.149900
19.974800,23.174900
19.974400,23.199900
19.974000,23.224900
19.973600,23.249900
19.973200,23.274900
19.972800,23.299900
19.972400,23.324800
19.971900,23.349800
19.971500,23.374800
19.971100,23.399800
19.970700,23.424800
19.970200,23.449800
